LAD21CD/E06000016	Leicester
LAD21CD/E06000032	Luton
LAD21CD/E07000063	Lewes
LAD21CD/E07000121	Lancaster
LAD21CD/E07000138	Lincoln
LAD21CD/E07000194	Lichfield
LAD21CD/E08000012	Liverpool
LAD21CD/E08000035	Leeds
LAD21CD/E09000022	Lambeth
LAD21CD/E09000023	Lewisham
LAD21CD/N09000007	Lisburn and Castlereagh
MSOA21CD/E02000012	Longbridge & Barking Park
MSOA21CD/E02000067	Belvedere & Lessness Heath
MSOA21CD/E02000070	Lesnes Abbey
MSOA21CD/E02000074	Lesney Farm & Colyers East
MSOA21CD/E02000086	Lamorbey
MSOA21CD/E02000089	Longlands & Halfway
MSOA21CD/E02000147	Langley Park
MSOA21CD/E02000216	Park Hill & Lloyd Park
MSOA21CD/E02000258	Acton Noel Road & Lynton Road
MSOA21CD/E02000299	Lower Edmonton North
MSOA21CD/E02000301	Lower Edmonton South
MSOA21CD/E02000355	Lower Clapton
MSOA21CD/E02000367	London Fields & Mare Street
MSOA21CD/E02000387	Lillie Road & Greyhound Road
MSOA21CD/E02000409	Lordship Lane & Broadwater Farm
MSOA21CD/E02000520	Hayes Town & Lake Farm
MSOA21CD/E02000536	Heston Central & Lampton West
MSOA21CD/E02000537	Osterley & Lampton East
MSOA21CD/E02000552	Lower Feltham
MSOA21CD/E02000564	Lower Holloway
MSOA21CD/E02000578	Ladbroke Grove
MSOA21CD/E02000619	Lambeth Walk & North Kennington
MSOA21CD/E02000626	Loughborough Road
MSOA21CD/E02000644	Leigham Vale & Royal Circus
MSOA21CD/E02000663	Loampit & Hilly Fields
MSOA21CD/E02000666	Ladywell
MSOA21CD/E02000668	Lee
MSOA21CD/E02000675	Grove Park & Lee South
MSOA21CD/E02000687	Lower Sydenham
MSOA21CD/E02000696	Lavender Park
MSOA21CD/E02000702	Lonesome
MSOA21CD/E02000713	Lower Morden
MSOA21CD/E02000715	Little Ilford West
MSOA21CD/E02000718	Little Ilford East
MSOA21CD/E02000742	Lonsdale Avenue
MSOA21CD/E02000773	Ley Street
MSOA21CD/E02000783	Loxford Park
MSOA21CD/E02000812	London Bridge & Bermondsey West
MSOA21CD/E02000882	Limehouse North & Stepney East
MSOA21CD/E02000886	Limehouse East
MSOA21CD/E02000898	Larkswood
MSOA21CD/E02000905	Lloyd Park
MSOA21CD/E02000915	Leytonstone North
MSOA21CD/E02000916	Lea Bridge
MSOA21CD/E02000917	Leyton North
MSOA21CD/E02000918	Leytonstone East
MSOA21CD/E02000919	Leyton East
MSOA21CD/E02000920	Leyton South
MSOA21CD/E02000921	Leytonstone South West
MSOA21CD/E02000922	Leytonstone South East
MSOA21CD/E02000927	Lavender Hill East
MSOA21CD/E02000928	Putney Embankment & Lower Common
MSOA21CD/E02000930	Lavender Hill West & Little India
MSOA21CD/E02000966	Little Venice
MSOA21CD/E02001003	Lostock & Ladybridge
MSOA21CD/E02001007	Little Lever
MSOA21CD/E02001008	Lever Edge
MSOA21CD/E02001022	Walmersley & Limefield
MSOA21CD/E02001066	Victoria Park & Longsight West
MSOA21CD/E02001075	Levenshulme Central
MSOA21CD/E02001078	Levenshulme South & Burnage North
MSOA21CD/E02001080	Ladybarn
MSOA21CD/E02001115	Lees & Hey
MSOA21CD/E02001127	Lime Side & Garden Suburb
MSOA21CD/E02001132	Littleborough North & Calderbook
MSOA21CD/E02001133	Littleborough West & Wardle
MSOA21CD/E02001134	Littleborough South & Smithy Bridge
MSOA21CD/E02001153	Langley & Wood Side
