LAD21CD/E06000026	Plymouth
LAD21CD/E06000031	Peterborough
LAD21CD/E06000044	Portsmouth
LAD21CD/E07000122	Pendle
LAD21CD/E07000123	Preston
LAD21CD/S12000048	Perth and Kinross
LAD21CD/W06000009	Pembrokeshire
LAD21CD/W06000023	Powys
MSOA21CD/E02000099	Preston Park & East Lane
MSOA21CD/E02000130	Penge East
MSOA21CD/E02000135	Anerley North & Penge West
MSOA21CD/E02000151	Petts Wood
MSOA21CD/E02000171	Mansfield Road & Park Hill Road
MSOA21CD/E02000183	Primrose Hill
MSOA21CD/E02000216	Park Hill & Lloyd Park
MSOA21CD/E02000224	Purley North
MSOA21CD/E02000230	Purley Central
MSOA21CD/E02000244	Perivale
MSOA21CD/E02000250	Pitshanger
MSOA21CD/E02000290	Brimsdown & Ponders End
MSOA21CD/E02000294	Ponders End South
MSOA21CD/E02000302	Palmers Green East
MSOA21CD/E02000305	Palmers Green West
MSOA21CD/E02000318	Plumstead High Street
MSOA21CD/E02000319	Plumstead Common & Riverside
MSOA21CD/E02000329	Plumstead South
MSOA21CD/E02000360	Amhurst Road & Pembury Estate
MSOA21CD/E02000391	Parsons Green East & Eel Brook Common
MSOA21CD/E02000392	Parsons Green West
MSOA21CD/E02000441	Pinner Green
MSOA21CD/E02000448	Pinner Central
MSOA21CD/E02000453	Pinner Road
MSOA21CD/E02000454	Pinner South
MSOA21CD/E02000465	Petersfield Avenue & Duck Wood
MSOA21CD/E02000468	Collier Row & Park Farm
MSOA21CD/E02000574	Pentonville
MSOA21CD/E02000580	Portobello
MSOA21CD/E02000635	Poets' Corner & Brockwell Park
MSOA21CD/E02000653	Silwood & Pepys
MSOA21CD/E02000679	Perry Vale
MSOA21CD/E02000681	Bellingham & Perry Hill
MSOA21CD/E02000700	Merton Church Road & Phipps Bridge
MSOA21CD/E02000707	Pollards Hill
MSOA21CD/E02000724	Plashet East
MSOA21CD/E02000727	Plashet West
MSOA21CD/E02000734	Plaistow North
MSOA21CD/E02000735	Plaistow North East
MSOA21CD/E02000739	Plaistow Park
MSOA21CD/E02000741	Plaistow South
MSOA21CD/E02000795	Richmond Park, Sheen Gate & Petersham
