LAD21CD/E06000002	Middlesbrough
LAD21CD/E06000035	Medway
LAD21CD/E06000042	Milton Keynes
LAD21CD/E07000042	Mid Devon
LAD21CD/E07000074	Maldon
LAD21CD/E07000110	Maidstone
LAD21CD/E07000133	Melton
LAD21CD/E07000174	Mansfield
LAD21CD/E07000187	Mendip
LAD21CD/E07000203	Mid Suffolk
LAD21CD/E07000210	Mole Valley
LAD21CD/E07000228	Mid Sussex
LAD21CD/E07000235	Malvern Hills
LAD21CD/E08000003	Manchester
LAD21CD/E09000024	Merton
LAD21CD/N09000008	Mid and East Antrim
LAD21CD/N09000009	Mid Ulster
LAD21CD/N09000010	Newry, Mourne and Down
LAD21CD/S12000019	Midlothian
LAD21CD/S12000020	Moray
LAD21CD/W06000021	Monmouthshire
LAD21CD/W06000024	Merthyr Tydfil
MSOA21CD/E02000002	Marks Gate
MSOA21CD/E02000018	Mayesbrook Park & Rippleside
MSOA21CD/E02000039	Mill Hill Park
MSOA21CD/E02000040	Mill Hill East
MSOA21CD/E02000044	Mill Hill Broadway
MSOA21CD/E02000127	Mottingham
MSOA21CD/E02000171	Mansfield Road & Park Hill Road
MSOA21CD/E02000186	Camden Town & Mornington Crescent
MSOA21CD/E02000211	Monks Orchard
MSOA21CD/E02000309	Upper Edmonton East & Meridian Water
MSOA21CD/E02000328	Westcombe Park & Maze Hill
MSOA21CD/E02000341	Middlepark & Horn Park
MSOA21CD/E02000343	Mottingham East
MSOA21CD/E02000346	Woodberry Down & Manor House
MSOA21CD/E02000367	London Fields & Mare Street
MSOA21CD/E02000393	Munster
MSOA21CD/E02000410	Muswell Hill North
MSOA21CD/E02000417	Muswell Hill South
MSOA21CD/E02000567	Canonbury East & Mildmay Park
MSOA21CD/E02000609	Malden Manor
MSOA21CD/E02000612	Motspur Park
MSOA21CD/E02000617	Chessington South & Malden Rushett
MSOA21CD/E02000665	Manor House
MSOA21CD/E02000670	Catford East & Mountsfield Park
MSOA21CD/E02000700	Merton Church Road & Phipps Bridge
