Cairo		EG	11	515
Chongqing		CN	33	497
Chengdu		CN	32	494
Chennai		IN	25	288
Changchun		CN	05	279
Chittagong		BD	84	261
Cape Town		ZA	11	228
Casablanca		MA	06	209
Changsha		CN	11	206
Caracas		VE	25	200
Chicago		US	IL	181
Cali		CO	29	159
Camayenne		GN	04	124
Conakry		GN	04	117
Curitiba		BR	18	114
Caloocan City		PH	NCR	100
Córdoba	Cordoba	AR	05	95
Copenhagen		DK	17	76
Ciudad Nezahualcoyotl		MX	15	73
Chelyabinsk		RU	13	70
Changshu City		CN	04	69
Campinas		BR	27	68
Calgary		CA	01	67
Chandigarh		IN	05	64
Coimbatore		IN	25	63
Cartagena		CO	35	63
Changzhou		CN	04	63
Chiba		JP	04	61
Cochabamba		BO	02	60
Columbus		US	OH	56
Charlotte		US	NC	55
Callao		PE	07	54
Chihuahua		MX	06	53
Cebu City		PH	07	53
Çankaya	Cankaya	TR	68	52
Cotonou		BJ	14	52
Ciudad Guayana		VE	06	49
Campo Grande		BR	11	48
Cúcuta	Cucuta	CO	21	48
City of Balikpapan		ID	14	46
Changzhi		CN	24	46
Culiacán	Culiacan	MX	25	45
Colombo		LK	36	43
Chisinau		MD	57	42
Cheongju-si		KR	05	42
Cancún	Cancun	MX	23	41
Contagem		BR	15	41
Coyoacán	Coyoacan	MX	09	41
Cochin		IN	13	40
Cuttack		IN	21	38
Chiclayo		PE	14	38
Changwon		KR	20	36
Cuauhtémoc	Cuauhtemoc	MX	09	35
Cangzhou		CN	10	35
Cuiabá	Cuiaba	BR	14	34
Changde		CN	11	34
Cimahi		ID	30	32
Ciudad López Mateos	Ciudad Lopez Mateos	MX	15	32
Cuautitlán Izcalli	Cuautitlan Izcalli	MX	15	32
Ciudad Apodaca		MX	19	31
Calabar		NG	22	30
Colorado Springs		US	CO	30
Constantine		DZ	04	30
Chengde		CN	10	29
Cardiff		GB	WLS	29
Cheboksary		RU	16	29
Cagayan de Oro		PH	10	29
Carrefour		HT	11	29
Chaozhou		CN	30	28
Chaoyang		CN	19	27
Comilla		BD	84	25
Cleveland		US	OH	25
Campos dos Goytacazes		BR	21	25
Caxias do Sul		BR	23	25
Canberra		AU	01	24
Cheonan		KR	17	24
Christchurch		NZ	E9	24
Carapicuíba	Carapicuiba	BR	27	24
Coventry		GB	ENG	23
Ciudad General Escobedo		MX	19	23
Campina Grande		BR	17	23
Camagüey	Camaguey	CU	05	23
Chifeng		CN	20	23
Celaya		MX	11	22
Chitungwiza		ZW	10	22
Corrientes		AR	06	22
Cuernavaca		MX	17	22
Ciudad Bolívar	Ciudad Bolivar	VE	06	22
Córdoba	Cordoba	ES	51	21
Chānda	Chanda	IN	16	21
Canoas		BR	23	21
Chongjin		KP	17	21
Corpus Christi		US	TX	21
Ciudad del Este		PY	01	21
Chimbote		PE	02	21
Cluj-Napoca		RO	13	21
Calamba		PH	40	21
Cherepovets		RU	85	21
Cusco		PE	08	20
Cabuyao		PH	40	20
Chita		RU	93	20
Chernihiv		UA	02	20
Chinju		KR	20	20
Ciudad Victoria		MX	28	20
Craiova		RO	17	20
Constanţa	Constanta	RO	14	20
Ciudad Obregón	Ciudad Obregon	MX	26	19
Cherkasy		UA	01	19
Cincinnati		US	OH	19
Catania		IT	15	19
Cainta		PH	40	18
Chuzhou		CN	01	18
Coacalco		MX	15	18
Cuenca		EC	02	18
Caucaia		BR	06	18
Chengzhong		CN	12	17
Chula Vista		US	CA	17
Chandler		US	AZ	17
Cần Thơ	Can Tho	VN	87	17
Cumaná	Cumana	VE	19	17
Cascavel		BR	18	17
Chimoio		MZ	10	17
Cirebon		ID	30	16
Cox’s Bāzār	Cox's Bazar	BD	84	16
Carabanchel		ES	29	16
Colonia del Valle		MX	09	16
Częstochowa	Czestochowa	PL	83	16
City of Westminster		GB	ENG	16
Chemnitz		DE	13	16
Chernivtsi		UA	03	15
Coatzacoalcos		MX	30	15
Chesapeake		US	VA	15
Caruaru		BR	30	15
Centurion		ZA	06	15
Chigasaki		JP	19	15
Croix-des-Bouquets		HT	11	15
Ciudad Lineal		ES	29	15
Campeche		MX	04	14
Cabanatuan City		PH	03	14
Chon Buri		TH	46	14
Colombo		BR	18	14
Concepción	Concepcion	CL	06	14
Centralniy		RU	66	14
Chōfu	Chofu	JP	40	14
Cartagena		ES	31	14
Chuncheon		KR	06	13
Ciputat		ID	30	13
Ciampea		ID	30	13
Çorlu	Corlu	TR	59	13
Cileungsir		ID	30	13
Chiniot		PK	04	13
Chāpra	Chapra	IN	34	13
Chiang Mai		TH	02	13
Cabimas		VE	23	13
Columbus		US	GA	13
Charleroi		BE	WAL	13
Chakwama		NG	39	13
Changji		CN	13	13
Capiatá	Capiata	PY	06	13
Ciudad Madero		MX	28	13
Coro		VE	11	13
Curug		ID	33	12
Cork		IE	M	12
Camaçari	Camacari	BR	05	12
Cibinong		ID	30	12
Chilpancingo		MX	12	12
Cachoeiro de Itapemirim		BR	08	12
Cienfuegos		CU	08	12
Cergy-Pontoise		FR	11	12
Çorum	Corum	TR	19	12
Cúa	Cua	VE	15	12
Carletonville		ZA	06	12
Chandannagar		IN	28	12
Crawley		GB	ENG	12
Castelló de la Plana	Castello de la Plana	ES	60	12
Cotabato		PH	14	11
Chenzhou		CN	11	11
Chlef		DZ	41	11
Ciudad Camilo Cienfuegos		CU	02	11
Chattanooga		US	TN	11
Cape Coral		US	FL	11
Cotia		BR	27	11
Cikupa		ID	30	11
Croydon		GB	ENG	11
Chicoloapan		MX	15	11
Carolina		PR	031	11
Ciudad del Carmen		MX	04	11
Chalco		MX	15	11
Chirchiq		UZ	14	11
Corona		US	CA	10
Criciúma	Criciuma	BR	26	10
Coquimbo		CL	07	10
Chapecó	Chapeco	BR	26	10
Cary		US	NC	10
Cuddalore		IN	25	10
Cambridge		GB	ENG	10
Centro Habana		CU	02	10
Cuautla		MX	17	10
Chincha Alta		PE	11	10
Cairns		AU	04	10
Chenghua		CN	30	10
Cần Giuộc	Can Giuoc	VN	24	10
Ciudad Benito Juárez	Ciudad Benito Juarez	MX	19	10
Chetumal		MX	23	10
Chillán	Chillan	CL	18	10
City Center		ES	29	9
Cagliari		IT	14	9
Clarksville		US	TN	9
Chingola		ZM	08	9
Chizhou		CN	01	9
Caxias		BR	13	9
Cam Ranh		VN	54	9
Chamberí	Chamberi	ES	29	9
