‘Ibrī	`Ibri	OM	09	6
‘Afrīn	`Afrin	SY	09	3
‘Aïn el Hadjel	`Ain el Hadjel	DZ	27	2
‘Irbīn	`Irbin	SY	08	2
‘Izbat al Burj	`Izbat al Burj	EG	01	2
‘Ajab Shīr	`Ajab Shir	IR	33	1
‘Izrā	`Izra	JO	09	1
‘Abasān al Kabīrah	`Abasan al Kabirah	PS	GZ	1
‘Anjarah	`Anjarah	JO	20	1
